,	O
as	O
you	O
couldn't	O
view	O
out	O
the	O
windows	O
to	O
the	O
front	O
because	O
of	O
the	O
headboard	O
.	O

The	O
location	B-POS
of	O
the	O
hotel	O
is	O
good	O
.	O

Can	O
be	O
a	O
little	O
busy	O
and	O
hectic	O
,	O
but	O
service	B-POS
and	O
speed	O
is	O
good	O
.	O

the	O
kids	O
and	O
others	O
can	O
enjoy	O
the	O
pool	O
and	O
you	O
are	O
2	O
blocks	O
from	O
Bien	O
Viu-	O
where	O
all	O
the	O
backpackers	O
hang	O
out	O
.	O

We	O
stayed	O
in	O
a	O
1	O
bed	O
apartment	O
which	O
was	O
perfect	O
for	O
a	O
couple	O
.	O

The	O
staffs	B-POS
are	O
very	O
friendly	O
,	O
polite	O
,	O
helpful	O
and	O
good	O
in	O
English	O
.	O

No	O
need	O
to	O
spit	O
out	O
your	O
tea	O
now	O
fellow	O
travellers	O
as	O
,	O
we	O
made	O
our	O
way	O
ok	O
walking	O
thanks	O
to	O
our	O
trusty	O
map	O
.	O

I	O
didn't	O
like	O
the	O
pool	B-NEG
area	I-NEG
as	O
it	O
was	O
quite	O
sparse	O
,	O
with	O
few	O
loungers	O
and	O
little	O
landscaping	O
.	O

Didn't	O
use	O
any	O
of	O
the	O
kids	B-NEU
facilities	I-NEU
,	O
however	O
our	O
children	O
were	O
treated	O
amazingly	O
by	O
the	O
staff	B-POS
at	O
all	O
times	O
.	O

I	O
would	O
like	O
to	O
think	O
it	O
was	O
an	O
honest	O
mistake	O
,	O
but	O
they	O
obviously	O
re-made	O
a	O
dirty	O
bed	B-NEG
.	O

Breakfast	B-POS
is	O
cooked	O
to	O
order	O
,	O
and	O
almost	O
in	O
front	O
of	O
you	O
.	O

The	O
AC	B-NEU
worked	O
,	O
the	O
fan	B-NEU
worked	O
,	O
and	O
the	O
staff	B-POS
were	O
helpful	O
and	O
accomodating	O
.	O

We	O
would	O
reccomend	O
the	O
hotel	O
to	O
anyone	O
and	O
could	O
not	O
fault	O
it	O
.	O

The	O
hotel	O
is	O
around	O
40	O
minutes	O
away	O
from	O
the	O
airport	O
located	O
at	O
district	O
7	O
.	O

Friendly	O
helpful	O
staff	B-POS
making	O
the	O
stay	O
a	O
pleasure	O
.	O

This	O
hotel	O
is	O
near	O
Ben	O
Thanh	O
market	O
and	O
also	O
centrally	O
located	O
to	O
most	O
of	O
the	O
sights	O
.	O

Many	O
eateries	O
nearby	O
and	O
money	O
changers	O
to	O
check	O
.	O

Rooms	B-POS
are	O
clean	O
,	O
etc	O
.	O

We	O
tend	O
to	O
sleep	O
like	O
logs	O
so	O
it	O
wasn't	O
a	O
problem	O
.	O

The	O
rooms	B-NEG
feel	O
a	O
bit	O
outdated	O
and	O
should	O
be	O
definitely	O
renovated	O
.	O

Although	O
the	O
rooms	B-NEU
are	O
average	O
in	O
size	O
,	O
the	O
3	O
rooms	B-NEG
that	O
we	O
got	O
had	O
no	O
windows	O
.	O

I	O
had	O
the	O
usual	O
problems	O
using	O
the	O
land	O
line	O
in	O
my	O
room	B-NEG
,	O
and	O
asked	O
the	O
manager	B-NEU
for	O
some	O
help	O
.	O

One	O
of	O
the	O
beds	B-NEG
was	O
against	O
the	O
cupboard	O
,	O
creating	O
a	O
very	O
cramped	O
space	O
.	O

The	O
concierge	B-POS
helped	O
us	O
to	O
find	O
a	O
great	O
laundry	O
service	O
we	O
had	O
been	O
traveling	O
3	O
weeks	O
,	O
so	O
we	O
needed	O
bulk	O
laundry	O
,	O
and	O
got	O
us	O
tickets	O
to	O
the	O
awesome	O
A	O
O	O
show	O
at	O
the	O
Opera	O
house	O
across	O
the	O
street	O
.	O

When	O
checking	B-NEU
out	I-NEU
the	O
receptionist	B-NEU
asked	O
if	O
we	O
liked	O
the	O
room	B-POS
and	O
,	O
whether	O
we	O
would	O
like	O
it	O
again	O
when	O
we	O
came	O
back	O
.	O

Forget	O
abt	O
the	O
gym	B-NEU
.	O

Booked	O
a	O
room	B-NEU
here	O
on	O
the	O
advice	O
of	O
a	O
friend	O
who	O
lives	O
in	O
HCM	O
city	O
.	O

Rooms	B-POS
were	O
large	O
and	O
comfortable	O
although	O
roll	O
away	O
bed	B-NEG
was	O
hard	O
.	O

The	O
staff	B-POS
were	O
really	O
helpful	O
and	O
sorted	O
out	O
a	O
bus	O
for	O
us	O
.	O

For	O
the	O
price	B-POS
,	O
this	O
place	O
is	O
great	O
.	O

Thanks	O
for	O
a	O
great	O
stay	O
!	O

This	O
is	O
no	O
reflection	O
on	O
the	O
hotel	O
staff	B-POS
because	O
as	O
I	O
stated	O
,	O
they	O
're	O
great	O
.	O

There	O
is	O
late	O
night	O
noise	B-NEG
from	O
the	O
rooftop	B-NEU
bar	I-NEU
at	O
the	O
Sofitel	O
nearby	O
.	O

When	O
I	O
told	O
them	O
so	O
the	O
lady	O
manager	B-NEG
said	O
that	O
it	O
was	O
not	O
true	O
.	O

Hats	O
off	O
to	O
the	O
tour	B-POS
desk	I-POS
and	O
front	B-POS
office	I-POS
staff	I-POS
who	O
gave	O
great	O
recommendations	O
for	O
restaurants	O
and	O
bars	O
in	O
the	O
area	O
.	O

I	O
went	O
for	O
a	O
massage	O
strange	O
concept	O
you	O
are	O
not	O
flat	O
so	O
felt	O
uncomfortable	O
and	O
lack	O
if	O
English	O
Vietnamese	O
ment	O
i	O
didnt	O
get	O
what	O
i	O
asked	O
for	O
.	O

This	O
is	O
a	O
really	O
nice	O
small	O
boutique	O
Hotel	O
situated	O
between	O
the	O
airport	O
and	O
the	O
city	O
.	O

The	O
hotel	O
may	O
date	O
from	O
the	O
1920s	O
but	O
rooms	B-POS
,	O
service	B-POS
and	O
decor	B-POS
impeccably	O
comfortable	O
.	O

Stayed	O
here	O
twice	O
for	O
business	O
,	O
each	O
time	O
for	O
around	O
one	O
week	O
.	O

I	O
highly	O
recommend	O
this	O
hotel	O
in	O
Saigon	O
.	O

However	O
,	O
swimming	B-NEG
pool	I-NEG
is	O
not	O
FREE	O
,	O
the	O
charges	O
is	O
USD9day	O
if	O
you	O
wish	O
to	O
take	O
a	O
dip	O
.	O

We	O
had	O
a	O
light	O
snack	B-POS
at	O
night	O
in	O
the	O
dining	O
room	O
and	O
breakfast	B-POS
the	O
next	O
morning	O
,	O
both	O
were	O
very	O
good	O
.	O

Recommended	O
for	O
every	O
one	O
has	O
short	O
stay	O
.	O

Especially	O
,	O
Ms	O
Tran	O
Ngoc	O
Hong	O
Hoa	O
who	O
was	O
very	O
enthusiastic	O
to	O
assist	O
me	O
during	O
my	O
stay	O
.	O

The	O
rooms	B-POS
were	O
elegant	O
without	O
being	O
stuffy	O
and	O
were	O
well	O
appointed	O
although	O
the	O
shower	B-NEG
door	I-NEG
was	O
a	O
little	O
uncomfortable	O
with	O
only	O
half	O
a	O
glass	O
shower	O
.	O

Thuy	O
is	O
very	O
helpful	O
and	O
shared	O
with	O
my	O
friend	O
and	O
i	O
on	O
the	O
shopping	O
tip	O
.	O

I	O
have	O
always	O
found	O
the	O
hotel	O	
to	O
be	O
immaculately	O
clean	O
,	O
the	O
beds	B-POS
and	O
cotton	B-POS
bedding	I-POS
are	O
comfy	O
.	O

The	O
changing	O
rooms	B-POS
are	O
in	O
the	O
gym	O
,	O
which	O
looked	O
well-equipped	O
.	O

The	O
decor	B-POS
is	O
contemporary	O
and	O
stylish	O
and	O
all	O
areas	O
looked	O
to	O
be	O
well	O
maintained	O
.	O

We	O
especially	O
enjoyed	O
the	O
delicious	O
omelettes	B-POS
,	O
the	O
fresh	O
bread	B-POS
and	O
the	O
coffee	B-POS
.	O

My	O
room	B-NEU
didn't	O
have	O
a	O
view	B-NEG
but	O
was	O
whisper	O
quiet	O
.	O

High	O
floors	O
and	O
low	O
floors	O
have	O
noise	B-NEG
issues	O
due	O
to	O
restaurants	O
bars	O
.	O

As	O
our	O
hotel	O
staff	B-NEU
cautioned	O
us	O
,	O
keep	O
hold	O
of	O
your	O
camera	O
and	O
don't	O
flash	O
your	O
money	O
around	O
and	O
keep	O
your	O
cash	O
secure	O
common	O
sense	O
anywhere	O
in	O
my	O
opinion	O
.	O

Only	O
downside	O
was	O
there	O
was	O
no	O
tub	B-NEG
for	O
the	O
children	O
.	O

The	O
rooftop	B-POS
pool	I-POS
was	O
a	O
hit	O
.	O

The	O
hotel	O
was	O
very	O
clean	O
,	O
safe	O
,	O
and	O
breakfast	B-POS
was	O
good	O
.	O

And	O
the	O
second	O
time	O
I	O
tried	O
it	O
was	O
in	O
Nice	O
of	O
France	O
.	O

Altogether	O
,	O
a	O
lovely	O
hotel	O
in	O
a	O
secluded	O
and	O
quiet	O
enclave	O
of	O
Saigon	O
-	O
not	O
to	O
be	O
missed	O
!	O

We	O
were	O
in	O
this	O
hotel	O
for	O
03	O
nights	O
.	O

Do	O
not	O
expect	O
resort	O
treatment	O
.	O

Because	O
I	O
have	O
always	O
found	O
the	O
rooms	B-POS
clean	O
and	O
tidy	O
.	O

Further	O
away	O
were	O
the	O
cathedral	O
,	O
post	O
office	O
and	O
opera	O
house	O
.	O

we	O
informed	O
Clarkson	O
,	O
the	O
hotel	O
desk	B-NEU
clerk	I-NEU
,	O
of	O
what	O
happened	O
to	O
us	O
and	O
he	O
in	O
turn	O
informed	O
the	O
hotel	O
manager	B-NEU
,	O
Miss	O
Moon	O
.	O

Nothing	O
super	O
special	O
but	O
not	O
bad	O
at	O
a	O
fairly	O
reasonable	O
price	B-POS
.	O

The	O
most	O
impressive	O
of	O
all	O
is	O
the	O
customised	O
breakfast	B-POS
they	O
serve	O
.	O

they	O
have	O
pickup	O
and	O
drop	O
to	O
airport	O
and	O
to	O
the	O
city	O
.	O

We	O
stayed	O
for	O
two	O
nights	O
at	O
the	O
Alcove	O
Library	O
,	O
checking	B-NEU
in	I-NEU
on	O
New	O
Year's	O
Day	O
.	O

It	O
is	O
close	O
to	O
the	O
airport	O
,	O
the	O
rooms	B-POS
are	O
a	O
decent	O
size	O
and	O
well	O
appointed	O
.	O

The	O
restaurant	B-POS
was	O
another	O
surprise	O
,	O
good	O
food	B-POS
at	O
amazingly	O
cheap	O
prices	B-POS
,	O
staff	B-POS
efficient	O
and	O
friendly	O
.	O

This	O
is	O
my	O
last	O
minute	O
decision	O
to	O
Ho	O
Chi	O
Min	O
City	O
.	O

For	O
example	O
,	O
for	O
breakfast	B-NEU
the	O
restaurant	O
host	O
went	O
out	O
of	O
his	O
way	O
to	O
coordinate	O
with	O
the	O
chef	O
so	O
that	O
we	O
got	O
fresh	O
,	O
and	O
hot	O
pure	O
vegetarian	B-POS
food	I-POS
would've	O
been	O
great	O
if	O
they	O
had	O
halal	O
food	B-POS
as	O
well	O
!	O

However	O
,	O
this	O
didn't	O
present	O
a	O
problem	O
as	O
there	O
are	O
plenty	O
of	O
very	O
reasonable	O
coffee	O
shops	O
and	O
restaurants	O
close	O
by	O
.	O

Came	O
back	O
4	O
days	O
later	O
,	O
nothing	O
is	O
missing	O
.	O

Ask	O
for	O
upper	O
floor	O
rooms	B-NEU
away	O
from	O
the	O
highway	O
.	O

But	O
we	O
decided	O
to	O
splurge	O
for	O
the	O
deluxe	O
third	O
floor	O
option	O
,	O
and	O
the	O
only	O
room	B-NEU
available	O
was	O
one	O
of	O
the	O
two	O
suites	O
.	O

The	O
breakfast	B-POS
buffet	I-POS
is	O
very	O
comprehensive	O
asien	O
,	O
western	O
,	O
healthy	O
,	O
.	O

All	O
were	O
attentive	O
,	O
cheerful	O
and	O
spoke	O
excellent	O
English	O
.	O

It's	O
decently	O
priced	O
as	O
well	O
.	O

A	O
very	O
good	O
selection	O
of	O
fruit	B-POS
.	O

The	O
owner	O
John	O
is	O
fantastic	O
and	O
will	O
sit	O
down	O
with	O
you	O
at	O
breakfast	B-NEU
and	O
explain	O
to	O
you	O
how	O
to	O
get	O
around	O
town	O
by	O
bus	O
and	O
taxi	O
.	O

Great	O
hotel	O
for	O
people	O
on	O
a	O
budget	O
.	O

The	O
room	B-POS
and	O
lobby	B-POS
is	O
also	O
equipped	O
with	O
wifi	B-POS
which	O
is	O
a	O
plus	O
point	O
.	O

This	O
was	O
my	O
Mom's	O
first	O
stay	O
at	O
a	O
boutique	O
hotel	O
she	O
loved	O
it	O
.	O

Too	O
bad	O
the	O
room	B-NEG	
rate	I-NEG
was	O
not	O
included	O
with	O
breakfast	B-NEG
,	O
since	O
breakfast	B-NEU
cost	O
275000	O
dong	O
,	O
i	O
decided	O
not	O
to	O
take	O
its	O
breakfast	O
offer	O
.	O

The	O
Staff	B-POS
all	O
had	O
perfect	O
English	O
,	O
a	O
thing	O
we	O
struggled	O
with	O
at	O
other	O
hotels	O
.	O

I	O
stayed	O
here	O
for	O
6	O
nights	O
and	O
was	O
very	O
happy	O
with	O
the	O
entire	O
stay	O
.	O

It	O
is	O
not	O
the	O
swankiest	O
hotel	O
in	O
town	O
,	O
but	O
it	O
is	O
very	O
clean	O
and	O
the	O
price	B-POS
is	O
very	O
fair	O
.	O

The	O
staff	B-NEU
were	O
ok	O
they	O
all	O
tried	O
very	O
hard	O
but	O
their	O
use	O
of	O
English	O
was	O
very	O
limited	O
.	O

We	O
booked	O
a	O
2	O
day	O
Mekong	O
tour	O
with	O
their	O
travel	O
agency	O
which	O
we	O
enjoyed	O
.	O

It	O
didnt	O
ruin	O
the	O
holiday	O
but	O
there	O
are	O
lots	O
of	O
nice	O
hotels	O
in	O
HCMC	O
and	O
a	O
lot	O
better	O
than	O
the	O
Windsor	O
.	O

but	O
it	O
was	O
my	O
first	O
experience	O
with	O
power	B-NEG
failures	I-NEG
in	O
an	O
international	O
5	O
star	O
hotel	O
-	O
can't	O
the	O
hotel	O
install	O
something	O
to	O
prevent	O
power	O
tripping	O
?	O

This	O
was	O
our	O
first	O
visit	O
in	O
Ho	O
Chi	O
Minh	O
and	O
staying	O
in	O
Spring	O
Hotel	O
has	O
made	O
it	O
safe	O
and	O
pleasurable	O
.	O

The	O
room	B-POS
is	O
modern	O
,	O
with	O
a	O
flatscreen-tv	O
with	O
all	O
the	O
satellite	O
channels	O
.	O

It	O
is	O
located	O
right	O
in	O
downtown	O
and	O
opposite	O
to	O
the	O
new	O
Saigon	O
Center	O
.	O

a	O
few	O
points	O
,	O
only	O
take	O
taxi's	O
they	O
arrange	O
for	O
you	O
and	O
only	O
alight	O
a	O
taxi	O
in	O
the	O
hotel	O
and	O
NOT	O
outside	O
.	O

I	O
got	O
the	O
cheapest	O
room	B-POS
rate	I-POS
and	O
the	O
window	B-NEU
faces	O
the	O
corridor	O
way	O
to	O
the	O
lifts	O
.	O

Unfortunately	O
we	O
were	O
only	O
at	O
the	O
Hotel	O
for	O
2	O
nights	O
and	O
would	O
hope	O
to	O
return	O
for	O
a	O
longer	O
visit	O
next	O
time	O
.	O

It	O
was	O
a	O
very	O
painful	O
experience	O
made	O
even	O
worse	O
at	O
the	O
end	O
when	O
they	O
put	O
you	O
on	O
the	O
spot	O
for	O
a	O
tip	O
which	O
I	O
was	O
not	O
going	O
to	O
give	O
.	O

Especially	O
an	O
executive	O
room	B-POS
.	O

But	O
for	O
the	O
breakfast	B-POS
buffet	I-POS
,	O
there	O
was	O
a	O
great	O
variety	O
of	O
food	O
.	O

Had	O
a	O
second	O
room	B-POS
with	O
a	O
view	B-NEU
of	O
the	O
inte	O
.	O

Checked	O
in	O
as	O
SPG	O
platinum	O
at	O
the	O
club	O
lounge	O
top	O
floor	O
level	O
and	O
upgraded	O
to	O
a	O
very	O
very	O
nice	O
suite	O
.	O

Anyway	O
,	O
this	O
is	O
the	O
hotel	O
I	O
will	O
stay	O
again	O
next	O
time	O
when	O
I	O
visit	O
Hochiminh	O
city	O
.	O

The	O
Renaissance	O
Riverside	O
Hotel	O
Saigon	O
accommodates	O
business	O
and	O
leisure	O
travelers	O
alike	O
.	O

Lovely	O
cafe	O
type	O
place	O
on	O
corner	O
offering	O
amazing	O
fruit	O
drinks	O
.	O

Not	O
far	O
from	O
city	O
center	O
about	O
2	O
dolars	O
and	O
5	O
minutes	O
taxi	O
ride	O
.	O

We	O
had	O
the	O
standard	O
room	B-NEU
which	O
was	O
quite	O
small	O
but	O
was	O
very	O
comfortable	O
with	O
a	O
very	O
powerful	O
shower	B-POS
and	O
fruit	B-POS
and	O
water	B-POS
brought	O
to	O
the	O
room	O
everyday	O
.	O

Room	B-POS
was	O
great	O
,	O
with	O
absolutely	O
no	O
construction	O
noises	B-POS
at	O
all	O
,	O
but	O
the	O
aircond	B-NEG
wasn't	O
working	O
.	O

place	O
is	O
close	O
to	O
the	O
train	O
station	O
and	O
hotel	O
always	O
have	O
a	O
very	O
reasonable	O
motor	O
driver	O
right	O
out	O
side	O
the	O
hotel	O
.	O

Please	O
be	O
aware	O
,	O
that	O
most	O
of	O
the	O
rooms	B-NEU
do	O
not	O
have	O
windows	B-NEG
.	O

I	O
doubt	O
whether	O
I	O
would	O
swim	O
here	O
though	O
,	O
a	O
bit	O
on	O
show	O
!	O

The	O
staff	B-POS
at	O
the	O
Villa	O
Song	O
are	O
very	O
good	O
and	O
take	O
every	O
pain	O
to	O
be	O
helpful	O
,	O
and	O
this	O
truly	O
made	O
the	O
visit	O
special	O
.	O

My	O
family	O
of	O
4	O
stayed	O
in	O
Asian	O
Ruby	O
Luxury	O
Hotel	O
for	O
3	O
nights	O
for	O
our	O
Free	O
and	O
Easy	O
visit	O
to	O
HCM	O
.	O

Higher	O
floors	O
have	O
a	O
view	B-POS
.	O

However	O
the	O
location	B-NEU
,	O
perfect	O
for	O
access	O
to	O
the	O
airport	O
,	O
was	O
rather	O
far	O
from	O
Ho	O
Chi	O
Minh	O
attractions	O
.	O

The	O
staff	B-POS
are	O
friendly	O
and	O
speak	O
very	O
good	O
English	O
.	O

The	O
only	O
negatives	O
are	O
the	O
absence	O
of	O
gowns	O
in	O
the	O
rooms	B-NEG
and	O
very	O
little	O
shelf	B-NEG
space	O
to	O
put	O
your	O
clothes	O
.	O

Reception	B-POS
staff	I-POS
were	O
very	O
friendly	O
and	O
helpful	O
.	O

20	O
minutes	O
walking	O
distance	O
to	O
most	O
of	O
the	O
main	O
attractions	O
in	O
Saigon	O
!	O

During	O
my	O
entire	O
stay	O
there	O
,	O
I	O
did	O
not	O
see	O
a	O
SINGLE	O
bug	O
which	O
is	O
HUGE	O
PLUS	O
!	O

i	O
war	O
there	O
with	O
my	O
close	O
friend	O
after	O
long	O
time	O
traveling	O
by	O
bus	O
.	O

Quit	O
a	O
shock	O
,	O
but	O
we	O
did	O
not	O
pay	O
in	O
advance	O
,	O
so	O
,	O
OK	O
.	O

Lots	O
of	O
kids	O
long	O
term	O
guests	O
especially	O
in	O
the	O
morning	O
when	O
they	O
all	O
leave	O
for	O
school	O
.	O

4	O
There	O
is	O
a	O
Vietcombank	O
rep	O
stationed	O
next	O
to	O
the	O
check-in	O
desk	O
where	O
you	O
can	O
exchange	O
currency	O
.	O

The	O
price	B-NEG
of	O
the	O
room	O
is	O
expensive	O
comparing	O
with	O
the	O
others	O
hotels	O
in	O
Hochiminh	O
city	O
.	O

To	O
my	O
surprise	O
within	O
10	O
minutes	O
is	O
was	O
quiet	O
.	O

I	O
compliment	O
them	O
for	O
their	O
coffee	B-POS
strong	I-POS
tasting	O
coffee	B-POS
.	O

30	O
.	O
det	O
was	O
a	O
fine	O
morgenbuffed	O
hotel	O
had	O
no	O
lack	O
.	O

Good	O
position	B-POS
on	O
the	O
edge	O
of	O
the	O
French	O
area	O
it	O
was	O
almost	O
possible	O
to	O
cross	O
the	O
road	O
without	O
feeling	O
like	O
a	O
kamocozzy	O
pilot	O
and	O
easy	O
to	O
find	O
nice	O
local	O
restuarants	O
.	O

Prior	O
to	O
our	O
arrival	O
we	O
emailed	O
the	O
hotel	O
to	O
ask	O
them	O
what	O
we	O
should	O
do	O
as	O
far	O
as	O
booking	O
because	O
we	O
would	O
be	O
arriving	O
at	O
1am	O
.	O

However	O
,	O
the	O
two	O
main	O
taxi	O
companies	O
in	O
HCMC	O
are	O
very	O
safe	O
and	O
exceptionally	O
cheap	O
,	O
so	O
we	O
used	O
those	O
for	O
convenience	O
most	O
of	O
the	O
time	O
.	O

My	O
room	B-NEU
was	O
on	O
the	O
second	O
level	O
unfortunately	O
the	O
only	O
down	O
side	O
is	O
the	O
view	B-NEG
from	O
my	O
window	O
is	O
the	O
wall	O
of	O
their	O
building	O
A	O
.	O
sad	O
to	O
say	O
but	O
yes	O
no	O
view	B-NEG
of	O
the	O
city	O
center	O
but	O
the	O
room	B-POS
was	O
kept	O
clean	O
.	O

Although	O
the	O
hotel	O
rates	B-NEU
have	O
increased	O
slightly	O
over	O
the	O
years	O
,	O
I	O
will	O
still	O
choose	O
to	O
stay	O
at	O
this	O
hotel	O
if	O
I	O
come	O
to	O
HCM	O
.	O

The	O
breakfast	B-NEU
or	O
either	O
bread	B-NEU
and	O
jam	B-NEU
or	O
bread	B-NEU
and	O
an	O
egg	B-NEU
was	O
very	O
average	O
,	O
and	O
more	O
often	O
than	O
not	O
our	O
teacoffee	O
order	O
was	O
mixed	O
up	O
.	O

I've	O
always	O
promised	O
myself	O
not	O
to	O
book	O
another	O
hotel	O
that	O
is	O
less	O
than	O
five	O
stars	O
.	O

All	O
the	O
young	O
ladies	O
at	O
the	O
reception	B-POS
were	O
very	O
pleasant	O
,	O
helpful	O
and	O
knew	O
what	O
they	O
were	O
doing	O
.	O

So	O
i	O
opted	O
to	O
stay	O
at	O
the	O
duc	O
vuong	O
hotel	O
as	O
it	O
was	O
for	O
1	O
nite	O
only	O
.	O

Walking	O
distance	O
to	O
everything	O
you	O
could	O
possibly	O
need	O
.	O

It	O
has	O
a	O
quiet	O
location	B-POS
,	O
it's	O
own	O
restaurant	B-POS
next	O
door	O
does	O
good	O
meals	B-POS
,	O
and	O
I	O
was	O
happy	O
with	O
the	O
breakfast	B-POS
as	O
well	O
.	O

The	O
linen	B-POS
and	O
cleanliness	B-POS
was	O
first	O
class	O
.	O

I	O
can	O
not	O
stress	O
enough	O
how	O
fantastic	O
this	O
hotel	O
is	O
,	O
here's	O
a	O
couple	O
of	O
reasons	O
why	O
:	O
1	O
.	O

Aircon	B-POS
was	O
ok	O
.	O
Breakfast	B-NEU
was	O
good	O
but	O
not	O
much	O
selection	O
,	O
mostly	O
asian	O
choices	O
.	O

The	O
staff	B-POS
in	O
the	O
lounge	O
was	O
wonderful	O
,	O
helpful	O
and	O
very	O
friendly	O
.	O

We	O
stayed	O
in	O
a	O
double	O
room	B-POS
on	O
the	O
6th	O
floor	O
and	O
found	O
it	O
very	O
big	O
and	O
spacious	O
and	O
also	O
the	O
bathroom	B-NEU
had	O
a	O
very	O
big	O
shower	B-POS
which	O
we	O
was	O
